t,fl_shoulder_qdes,fl_shoulder_q,fl_shoulder_qd,fl_shoulder_kp,fl_shoulder_kd,fl_shoulder_iqsp,fl_shoulder_iqmeas,fl_shoulder_tauest,fl_shoulder_vbus,fl_shoulder_ibus,fl_hip_qdes,fl_hip_q,fl_hip_qd,fl_hip_kp,fl_hip_kd,fl_hip_iqsp,fl_hip_iqmeas,fl_hip_tauest,fl_hip_vbus,fl_hip_ibus,fl_knee_qdes,fl_knee_q,fl_knee_qd,fl_knee_kp,fl_knee_kd,fl_knee_iqsp,fl_knee_iqmeas,fl_knee_tauest,fl_knee_vbus,fl_knee_ibus,fr_shoulder_qdes,fr_shoulder_q,fr_shoulder_qd,fr_shoulder_kp,fr_shoulder_kd,fr_shoulder_iqsp,fr_shoulder_iqmeas,fr_shoulder_tauest,fr_shoulder_vbus,fr_shoulder_ibus,fr_hip_qdes,fr_hip_q,fr_hip_qd,fr_hip_kp,fr_hip_kd,fr_hip_iqsp,fr_hip_iqmeas,fr_hip_tauest,fr_hip_vbus,fr_hip_ibus,fr_knee_qdes,fr_knee_q,fr_knee_qd,fr_knee_kp,fr_knee_kd,fr_knee_iqsp,fr_knee_iqmeas,fr_knee_tauest,fr_knee_vbus,fr_knee_ibus,rl_shoulder_qdes,rl_shoulder_q,rl_shoulder_qd,rl_shoulder_kp,rl_shoulder_kd,rl_shoulder_iqsp,rl_shoulder_iqmeas,rl_shoulder_tauest,rl_shoulder_vbus,rl_shoulder_ibus,rl_hip_qdes,rl_hip_q,rl_hip_qd,rl_hip_kp,rl_hip_kd,rl_hip_iqsp,rl_hip_iqmeas,rl_hip_tauest,rl_hip_vbus,rl_hip_ibus,rl_knee_qdes,rl_knee_q,rl_knee_qd,rl_knee_kp,rl_knee_kd,rl_knee_iqsp,rl_knee_iqmeas,rl_knee_tauest,rl_knee_vbus,rl_knee_ibus,rr_shoulder_qdes,rr_shoulder_q,rr_shoulder_qd,rr_shoulder_kp,rr_shoulder_kd,rr_shoulder_iqsp,rr_shoulder_iqmeas,rr_shoulder_tauest,rr_shoulder_vbus,rr_shoulder_ibus,rr_hip_qdes,rr_hip_q,rr_hip_qd,rr_hip_kp,rr_hip_kd,rr_hip_iqsp,rr_hip_iqmeas,rr_hip_tauest,rr_hip_vbus,rr_hip_ibus,rr_knee_qdes,rr_knee_q,rr_knee_qd,rr_knee_kp,rr_knee_kd,rr_knee_iqsp,rr_knee_iqmeas,rr_knee_tauest,rr_knee_vbus,rr_knee_ibus
2.3900,0.1175,0.0967,0.0075,20.00,0.500,-0.648,-0.836,-0.045,23.66,0.02,0.7141,0.6873,0.0165,20.00,0.500,0.851,1.192,0.078,23.57,-0.00,1.3708,1.2903,0.0225,20.00,0.500,-2.669,-2.253,-0.165,23.46,0.12,0.0716,0.0502,-0.0045,20.00,0.500,-0.745,-0.751,-0.025,23.75,0.00,1.0833,1.0497,0.0015,20.00,0.500,-1.140,-1.157,-0.088,23.67,0.03,1.0874,1.0211,0.0150,20.00,0.500,2.120,2.063,0.166,23.52,0.09,0.0999,0.0786,0.0075,20.00,0.500,-0.749,-0.687,-0.061,23.67,0.01,0.7780,0.7435,0.0000,20.00,0.500,1.096,1.089,0.089,23.57,0.03,1.2616,1.2202,0.0045,20.00,0.500,-1.384,-1.328,-0.101,23.40,0.04,0.1041,0.0751,0.0090,20.00,0.500,0.915,0.841,0.049,23.59,0.02,0.7823,0.7624,-0.0015,20.00,0.500,-0.717,-0.946,-0.072,23.55,0.01,1.3850,1.3275,0.0345,20.00,0.500,1.859,1.600,0.122,23.37,0.08
2.4000,0.1175,0.0966,-0.0180,20.00,0.500,-0.648,-0.836,-0.045,23.66,0.02,0.7141,0.6871,0.0090,20.00,0.500,0.851,1.192,0.078,23.57,-0.00,1.3708,1.2902,0.0030,20.00,0.500,-2.669,-2.253,-0.165,23.46,0.12,0.0716,0.0502,-0.0225,20.00,0.500,-0.745,-0.751,-0.025,23.75,0.00,1.0833,1.0497,0.0120,20.00,0.500,-1.140,-1.157,-0.088,23.67,0.03,1.0874,1.0211,0.0030,20.00,0.500,2.120,2.063,0.166,23.52,0.09,0.0999,0.0785,-0.0060,20.00,0.500,-0.749,-0.687,-0.061,23.67,0.01,0.7780,0.7435,0.0015,20.00,0.500,1.096,1.089,0.089,23.57,0.03,1.2616,1.2201,-0.0165,20.00,0.500,-1.384,-1.328,-0.101,23.40,0.04,0.1041,0.0750,0.0000,20.00,0.500,0.915,0.841,0.049,23.59,0.02,0.7823,0.7624,0.0045,20.00,0.500,-0.717,-0.946,-0.072,23.55,0.01,1.3850,1.3278,0.0210,20.00,0.500,1.859,1.600,0.122,23.37,0.08
2.4100,0.1175,0.0967,0.0150,20.00,0.500,-0.655,-0.881,0.008,23.65,0.01,0.7141,0.6871,0.0030,20.00,0.500,0.832,1.036,0.092,23.57,0.02,1.3708,1.2901,0.0120,20.00,0.500,-2.681,-3.211,-0.200,23.45,0.11,0.0716,0.0502,-0.0000,20.00,0.500,-0.737,-1.078,-0.065,23.76,0.02,1.0833,1.0498,0.0120,20.00,0.500,-1.133,-1.209,-0.084,23.66,0.04,1.0874,1.0214,0.0150,20.00,0.500,2.104,2.151,0.156,23.51,0.09,0.0999,0.0786,0.0030,20.00,0.500,-0.741,-0.761,-0.061,23.67,0.01,0.7780,0.7435,0.0045,20.00,0.500,1.084,1.064,0.106,23.57,0.03,1.2616,1.2202,0.0075,20.00,0.500,-1.397,-1.393,-0.109,23.39,0.04,0.1041,0.0751,0.0000,20.00,0.500,0.915,0.807,0.064,23.59,0.02,0.7823,0.7625,0.0060,20.00,0.500,-0.696,-0.942,-0.067,23.55,0.00,1.3850,1.3279,0.0120,20.00,0.500,1.826,1.546,0.125,23.37,0.09
2.4200,0.1175,0.0967,0.0150,20.00,0.500,-0.655,-0.881,0.008,23.65,0.01,0.7141,0.6871,0.0030,20.00,0.500,0.832,1.036,0.092,23.57,0.02,1.3708,1.2901,0.0120,20.00,0.500,-2.681,-3.211,-0.200,23.45,0.11,0.0716,0.0501,-0.0195,20.00,0.500,-0.737,-1.078,-0.065,23.76,0.02,1.0833,1.0498,0.0120,20.00,0.500,-1.133,-1.209,-0.084,23.66,0.04,1.0874,1.0214,0.0150,20.00,0.500,2.104,2.151,0.156,23.51,0.09,0.0999,0.0786,0.0060,20.00,0.500,-0.741,-0.761,-0.061,23.67,0.01,0.7780,0.7435,-0.0060,20.00,0.500,1.084,1.064,0.106,23.57,0.03,1.2616,1.2202,0.0075,20.00,0.500,-1.397,-1.393,-0.109,23.39,0.04,0.1041,0.0751,0.0060,20.00,0.500,0.915,0.807,0.064,23.59,0.02,0.7823,0.7623,-0.0105,20.00,0.500,-0.696,-0.942,-0.067,23.55,0.00,1.3850,1.3279,0.0120,20.00,0.500,1.826,1.546,0.125,23.37,0.09
2.4300,0.1175,0.0967,-0.0045,20.00,0.500,-0.655,-0.881,0.008,23.65,0.01,0.7141,0.6871,0.0150,20.00,0.500,0.832,1.036,0.092,23.57,0.02,1.3708,1.2901,0.0255,20.00,0.500,-2.681,-3.211,-0.200,23.45,0.11,0.0716,0.0502,-0.0135,20.00,0.500,-0.737,-1.078,-0.065,23.76,0.02,1.0833,1.0497,0.0120,20.00,0.500,-1.133,-1.209,-0.084,23.66,0.04,1.0874,1.0214,0.0030,20.00,0.500,2.104,2.151,0.156,23.51,0.09,0.0999,0.0785,-0.0060,20.00,0.500,-0.741,-0.761,-0.061,23.67,0.01,0.7780,0.7435,-0.0060,20.00,0.500,1.084,1.064,0.106,23.57,0.03,1.2616,1.2202,-0.0045,20.00,0.500,-1.397,-1.393,-0.109,23.39,0.04,0.1041,0.0751,0.0165,20.00,0.500,0.915,0.807,0.064,23.59,0.02,0.7823,0.7623,-0.0075,20.00,0.500,-0.696,-0.942,-0.067,23.55,0.00,1.3850,1.3280,0.0180,20.00,0.500,1.826,1.546,0.125,23.37,0.09
2.4400,0.1175,0.0967,-0.0150,20.00,0.500,-0.655,-0.881,0.008,23.65,0.01,0.7141,0.6872,0.0404,20.00,0.500,0.832,1.036,0.092,23.57,0.02,1.3708,1.2902,0.0030,20.00,0.500,-2.681,-3.211,-0.200,23.45,0.11,0.0716,0.0501,-0.0180,20.00,0.500,-0.737,-1.078,-0.065,23.76,0.02,1.0833,1.0497,0.0030,20.00,0.500,-1.133,-1.209,-0.084,23.66,0.04,1.0874,1.0215,0.0075,20.00,0.500,2.104,2.151,0.156,23.51,0.09,0.0999,0.0786,-0.0000,20.00,0.500,-0.741,-0.761,-0.061,23.67,0.01,0.7780,0.7435,0.0030,20.00,0.500,1.084,1.064,0.106,23.57,0.03,1.2616,1.2202,0.0045,20.00,0.500,-1.397,-1.393,-0.109,23.39,0.04,0.1041,0.0751,-0.0015,20.00,0.500,0.915,0.807,0.064,23.59,0.02,0.7823,0.7624,-0.0090,20.00,0.500,-0.696,-0.942,-0.067,23.55,0.00,1.3850,1.3280,0.0180,20.00,0.500,1.826,1.546,0.125,23.37,0.09
2.4500,0.1175,0.0969,0.0135,20.00,0.500,-0.655,-0.881,0.008,23.65,0.01,0.7141,0.6868,-0.0704,20.00,0.500,0.832,1.036,0.092,23.57,0.02,1.3708,1.2901,-0.0000,20.00,0.500,-2.681,-3.211,-0.200,23.45,0.11,0.0716,0.0502,0.0030,20.00,0.500,-0.737,-1.078,-0.065,23.76,0.02,1.0833,1.0497,0.0120,20.00,0.500,-1.133,-1.209,-0.084,23.66,0.04,1.0874,1.0215,0.0015,20.00,0.500,2.104,2.151,0.156,23.51,0.09,0.0999,0.0786,-0.0030,20.00,0.500,-0.741,-0.761,-0.061,23.67,0.01,0.7780,0.7435,-0.0015,20.00,0.500,1.084,1.064,0.106,23.57,0.03,1.2616,1.2202,-0.0030,20.00,0.500,-1.397,-1.393,-0.109,23.39,0.04,0.1041,0.0751,-0.0060,20.00,0.500,0.915,0.807,0.064,23.59,0.02,0.7823,0.7624,0.0015,20.00,0.500,-0.696,-0.942,-0.067,23.55,0.00,1.3850,1.3283,-0.0045,20.00,0.500,1.826,1.546,0.125,23.37,0.09
2.4600,0.1175,0.0966,-0.0165,20.00,0.500,-0.649,-0.963,-0.045,23.66,0.01,0.7141,0.6873,0.0285,20.00,0.500,0.778,0.875,0.034,23.57,0.01,1.3708,1.2901,-0.0030,20.00,0.500,-2.658,-2.504,-0.232,23.46,0.13,0.0716,0.0501,-0.0135,20.00,0.500,-0.742,-0.786,-0.055,23.76,0.02,1.0833,1.0497,0.0075,20.00,0.500,-1.133,-1.109,-0.093,23.67,0.02,1.0874,1.0216,-0.0015,20.00,0.500,2.070,2.184,0.152,23.53,0.09,0.0999,0.0786,-0.0000,20.00,0.500,-0.728,-0.729,-0.061,23.67,0.01,0.7780,0.7435,-0.0060,20.00,0.500,1.098,0.944,0.120,23.57,0.03,1.2616,1.2203,0.0015,20.00,0.500,-1.384,-1.495,-0.109,23.39,0.04,0.1041,0.0752,0.0180,20.00,0.500,0.903,0.679,0.086,23.60,0.02,0.7823,0.7625,0.0045,20.00,0.500,-0.685,-0.914,-0.038,23.55,0.00,1.3850,1.3284,0.0150,20.00,0.500,1.795,1.871,0.122,23.36,0.07
2.4700,0.1175,0.0966,-0.0165,20.00,0.500,-0.649,-0.963,-0.045,23.66,0.01,0.7141,0.6870,0.0345,20.00,0.500,0.778,0.875,0.034,23.57,0.01,1.3708,1.2901,-0.0030,20.00,0.500,-2.658,-2.504,-0.232,23.46,0.13,0.0716,0.0502,-0.0000,20.00,0.500,-0.742,-0.786,-0.055,23.76,0.02,1.0833,1.0497,0.0075,20.00,0.500,-1.133,-1.109,-0.093,23.67,0.02,1.0874,1.0216,-0.0015,20.00,0.500,2.070,2.184,0.152,23.53,0.09,0.0999,0.0786,0.0090,20.00,0.500,-0.728,-0.729,-0.061,23.67,0.01,0.7780,0.7435,0.0120,20.00,0.500,1.098,0.944,0.120,23.57,0.03,1.2616,1.2203,-0.0015,20.00,0.500,-1.384,-1.495,-0.109,23.39,0.04,0.1041,0.0751,0.0120,20.00,0.500,0.903,0.679,0.086,23.60,0.02,0.7823,0.7625,0.0075,20.00,0.500,-0.685,-0.914,-0.038,23.55,0.00,1.3850,1.3284,0.0150,20.00,0.500,1.795,1.871,0.122,23.36,0.07
2.4800,0.1175,0.0966,-0.0165,20.00,0.500,-0.649,-0.963,-0.045,23.66,0.01,0.7141,0.6869,-0.0330,20.00,0.500,0.778,0.875,0.034,23.57,0.01,1.3708,1.2903,0.0150,20.00,0.500,-2.658,-2.504,-0.232,23.46,0.13,0.0716,0.0501,0.0030,20.00,0.500,-0.742,-0.786,-0.055,23.76,0.02,1.0833,1.0497,-0.0030,20.00,0.500,-1.133,-1.109,-0.093,23.67,0.02,1.0874,1.0217,0.0075,20.00,0.500,2.070,2.184,0.152,23.53,0.09,0.0999,0.0786,0.0030,20.00,0.500,-0.728,-0.729,-0.061,23.67,0.01,0.7780,0.7435,0.0030,20.00,0.500,1.098,0.944,0.120,23.57,0.03,1.2616,1.2203,0.0105,20.00,0.500,-1.384,-1.495,-0.109,23.39,0.04,0.1041,0.0751,0.0060,20.00,0.500,0.903,0.679,0.086,23.60,0.02,0.7823,0.7624,0.0075,20.00,0.500,-0.685,-0.914,-0.038,23.55,0.00,1.3850,1.3284,-0.0090,20.00,0.500,1.795,1.871,0.122,23.36,0.07
2.4900,0.1175,0.0966,-0.0075,20.00,0.500,-0.649,-0.963,-0.045,23.66,0.01,0.7141,0.6870,-0.0120,20.00,0.500,0.778,0.875,0.034,23.57,0.01,1.3708,1.2902,0.0225,20.00,0.500,-2.658,-2.504,-0.232,23.46,0.13,0.0716,0.0502,0.0090,20.00,0.500,-0.742,-0.786,-0.055,23.76,0.02,1.0833,1.0497,0.0075,20.00,0.500,-1.133,-1.109,-0.093,23.67,0.02,1.0874,1.0216,-0.0045,20.00,0.500,2.070,2.184,0.152,23.53,0.09,0.0999,0.0786,-0.0015,20.00,0.500,-0.728,-0.729,-0.061,23.67,0.01,0.7780,0.7435,0.0060,20.00,0.500,1.098,0.944,0.120,23.57,0.03,1.2616,1.2203,0.0180,20.00,0.500,-1.384,-1.495,-0.109,23.39,0.04,0.1041,0.0751,0.0045,20.00,0.500,0.903,0.679,0.086,23.60,0.02,0.7823,0.7626,0.0120,20.00,0.500,-0.685,-0.914,-0.038,23.55,0.00,1.3850,1.3285,0.0105,20.00,0.500,1.795,1.871,0.122,23.36,0.07
2.5000,0.1175,0.0966,-0.0045,20.00,0.500,-0.649,-0.963,-0.045,23.66,0.01,0.7141,0.6869,-0.0030,20.00,0.500,0.778,0.875,0.034,23.57,0.01,1.3708,1.2901,0.0120,20.00,0.500,-2.658,-2.504,-0.232,23.46,0.13,0.0716,0.0502,0.0120,20.00,0.500,-0.742,-0.786,-0.055,23.76,0.02,1.0833,1.0497,0.0060,20.00,0.500,-1.133,-1.109,-0.093,23.67,0.02,1.0874,1.0218,0.0120,20.00,0.500,2.070,2.184,0.152,23.53,0.09,0.0999,0.0786,0.0120,20.00,0.500,-0.728,-0.729,-0.061,23.67,0.01,0.7780,0.7434,-0.0075,20.00,0.500,1.098,0.944,0.120,23.57,0.03,1.2616,1.2204,0.0090,20.00,0.500,-1.384,-1.495,-0.109,23.39,0.04,0.1041,0.0751,0.0240,20.00,0.500,0.903,0.679,0.086,23.60,0.02,0.7823,0.7625,0.0075,20.00,0.500,-0.685,-0.914,-0.038,23.55,0.00,1.3850,1.3285,-0.0135,20.00,0.500,1.795,1.871,0.122,23.36,0.07
2.5100,0.1175,0.0968,0.0285,20.00,0.500,-0.641,-1.154,-0.033,23.66,0.01,0.7141,0.6870,0.0135,20.00,0.500,0.854,2.520,0.075,23.58,0.02,1.3708,1.2902,-0.0255,20.00,0.500,-2.686,-2.258,-0.220,23.46,0.10,0.0716,0.0501,-0.0015,20.00,0.500,-0.756,-0.300,-0.060,23.76,0.02,1.0833,1.0497,-0.0075,20.00,0.500,-1.131,-1.204,-0.070,23.65,0.03,1.0874,1.0218,0.0120,20.00,0.500,2.100,2.083,0.159,23.51,0.08,0.0999,0.0786,0.0030,20.00,0.500,-0.747,-0.811,-0.061,23.66,0.01,0.7780,0.7434,0.0015,20.00,0.500,1.088,1.093,0.085,23.57,0.03,1.2616,1.2203,0.0105,20.00,0.500,-1.391,-1.361,-0.114,23.40,0.05,0.1041,0.0751,0.0030,20.00,0.500,0.899,1.096,0.096,23.60,0.02,0.7823,0.7625,-0.0015,20.00,0.500,-0.684,-1.177,-0.043,23.55,0.01,1.3850,1.3287,0.0180,20.00,0.500,1.787,1.708,0.158,23.37,0.06
2.5200,0.1175,0.0968,0.0285,20.00,0.500,-0.641,-1.154,-0.033,23.66,0.01,0.7141,0.6869,-0.0195,20.00,0.500,0.854,2.520,0.075,23.58,0.02,1.3708,1.2902,-0.0255,20.00,0.500,-2.686,-2.258,-0.220,23.46,0.10,0.0716,0.0502,0.0180,20.00,0.500,-0.756,-0.300,-0.060,23.76,0.02,1.0833,1.0497,-0.0075,20.00,0.500,-1.131,-1.204,-0.070,23.65,0.03,1.0874,1.0218,0.0120,20.00,0.500,2.100,2.083,0.159,23.51,0.08,0.0999,0.0786,-0.0075,20.00,0.500,-0.747,-0.811,-0.061,23.66,0.01,0.7780,0.7434,-0.0120,20.00,0.500,1.088,1.093,0.085,23.57,0.03,1.2616,1.2204,0.0030,20.00,0.500,-1.391,-1.361,-0.114,23.40,0.05,0.1041,0.0751,0.0030,20.00,0.500,0.899,1.096,0.096,23.60,0.02,0.7823,0.7624,-0.0015,20.00,0.500,-0.684,-1.177,-0.043,23.55,0.01,1.3850,1.3287,0.0180,20.00,0.500,1.787,1.708,0.158,23.37,0.06
2.5300,0.1175,0.0966,0.0000,20.00,0.500,-0.641,-1.154,-0.033,23.66,0.01,0.7141,0.6870,0.0090,20.00,0.500,0.854,2.520,0.075,23.58,0.02,1.3708,1.2901,-0.0090,20.00,0.500,-2.686,-2.258,-0.220,23.46,0.10,0.0716,0.0502,0.0105,20.00,0.500,-0.756,-0.300,-0.060,23.76,0.02,1.0833,1.0497,-0.0015,20.00,0.500,-1.131,-1.204,-0.070,23.65,0.03,1.0874,1.0218,-0.0150,20.00,0.500,2.100,2.083,0.159,23.51,0.08,0.0999,0.0786,-0.0000,20.00,0.500,-0.747,-0.811,-0.061,23.66,0.01,0.7780,0.7434,0.0045,20.00,0.500,1.088,1.093,0.085,23.57,0.03,1.2616,1.2205,0.0105,20.00,0.500,-1.391,-1.361,-0.114,23.40,0.05,0.1041,0.0751,0.0000,20.00,0.500,0.899,1.096,0.096,23.60,0.02,0.7823,0.7623,-0.0240,20.00,0.500,-0.684,-1.177,-0.043,23.55,0.01,1.3850,1.3285,-0.0075,20.00,0.500,1.787,1.708,0.158,23.37,0.06
2.5400,0.1175,0.0966,0.0000,20.00,0.500,-0.641,-1.154,-0.033,23.66,0.01,0.7141,0.6870,0.0090,20.00,0.500,0.854,2.520,0.075,23.58,0.02,1.3708,1.2901,-0.0090,20.00,0.500,-2.686,-2.258,-0.220,23.46,0.10,0.0716,0.0502,0.0105,20.00,0.500,-0.756,-0.300,-0.060,23.76,0.02,1.0833,1.0497,-0.0015,20.00,0.500,-1.131,-1.204,-0.070,23.65,0.03,1.0874,1.0218,-0.0150,20.00,0.500,2.100,2.083,0.159,23.51,0.08,0.0999,0.0786,-0.0000,20.00,0.500,-0.747,-0.811,-0.061,23.66,0.01,0.7780,0.7434,0.0045,20.00,0.500,1.088,1.093,0.085,23.57,0.03,1.2616,1.2205,0.0105,20.00,0.500,-1.391,-1.361,-0.114,23.40,0.05,0.1041,0.0751,0.0000,20.00,0.500,0.899,1.096,0.096,23.60,0.02,0.7823,0.7623,-0.0240,20.00,0.500,-0.684,-1.177,-0.043,23.55,0.01,1.3850,1.3285,-0.0075,20.00,0.500,1.787,1.708,0.158,23.37,0.06
2.5500,0.1175,0.0966,0.0180,20.00,0.500,-0.641,-1.154,-0.033,23.66,0.01,0.7141,0.6869,-0.0225,20.00,0.500,0.854,2.520,0.075,23.58,0.02,1.3708,1.2902,-0.0105,20.00,0.500,-2.686,-2.258,-0.220,23.46,0.10,0.0716,0.0501,-0.0120,20.00,0.500,-0.756,-0.300,-0.060,23.76,0.02,1.0833,1.0497,0.0105,20.00,0.500,-1.131,-1.204,-0.070,23.65,0.03,1.0874,1.0219,0.0030,20.00,0.500,2.100,2.083,0.159,23.51,0.08,0.0999,0.0785,-0.0030,20.00,0.500,-0.747,-0.811,-0.061,23.66,0.01,0.7780,0.7434,-0.0120,20.00,0.500,1.088,1.093,0.085,23.57,0.03,1.2616,1.2206,0.0225,20.00,0.500,-1.391,-1.361,-0.114,23.40,0.05,0.1041,0.0751,-0.0120,20.00,0.500,0.899,1.096,0.096,23.60,0.02,0.7823,0.7625,0.0105,20.00,0.500,-0.684,-1.177,-0.043,23.55,0.01,1.3850,1.3287,0.0075,20.00,0.500,1.787,1.708,0.158,23.37,0.06
2.5600,0.1175,0.0964,-0.0389,20.00,0.500,-0.612,-0.396,-0.024,23.65,0.01,0.7141,0.6873,0.0300,20.00,0.500,0.816,0.641,0.059,23.57,0.01,1.3708,1.2902,0.0345,20.00,0.500,-2.655,-1.972,-0.241,23.45,0.12,0.0716,0.0502,-0.0090,20.00,0.500,-0.725,-0.886,-0.031,23.75,0.01,1.0833,1.0497,-0.0045,20.00,0.500,-1.137,-0.966,-0.089,23.67,0.03,1.0874,1.0219,0.0045,20.00,0.500,2.085,2.138,0.162,23.52,0.09,0.0999,0.0786,0.0090,20.00,0.500,-0.739,-0.691,-0.055,23.67,0.02,0.7780,0.7435,0.0090,20.00,0.500,1.097,1.074,0.088,23.56,0.03,1.2616,1.2206,0.0120,20.00,0.500,-1.377,-1.158,-0.108,23.40,0.04,0.1041,0.0751,-0.0150,20.00,0.500,0.901,0.809,0.076,23.59,0.01,0.7823,0.7624,-0.0045,20.00,0.500,-0.679,-0.886,-0.068,23.55,0.01,1.3850,1.3286,0.0120,20.00,0.500,1.794,2.075,0.146,23.38,0.08
2.5700,0.1175,0.0964,-0.0389,20.00,0.500,-0.612,-0.396,-0.024,23.65,0.01,0.7141,0.6869,0.0315,20.00,0.500,0.816,0.641,0.059,23.57,0.01,1.3708,1.2902,0.0165,20.00,0.500,-2.655,-1.972,-0.241,23.45,0.12,0.0716,0.0501,-0.0060,20.00,0.500,-0.725,-0.886,-0.031,23.75,0.01,1.0833,1.0497,-0.0015,20.00,0.500,-1.137,-0.966,-0.089,23.67,0.03,1.0874,1.0218,-0.0195,20.00,0.500,2.085,2.138,0.162,23.52,0.09,0.0999,0.0785,-0.0060,20.00,0.500,-0.739,-0.691,-0.055,23.67,0.02,0.7780,0.7435,0.0030,20.00,0.500,1.097,1.074,0.088,23.56,0.03,1.2616,1.2206,-0.0045,20.00,0.500,-1.377,-1.158,-0.108,23.40,0.04,0.1041,0.0752,0.0180,20.00,0.500,0.901,0.809,0.076,23.59,0.01,0.7823,0.7623,-0.0270,20.00,0.500,-0.679,-0.886,-0.068,23.55,0.01,1.3850,1.3286,0.0120,20.00,0.500,1.794,2.075,0.146,23.38,0.08
2.5800,0.1175,0.0967,0.0210,20.00,0.500,-0.612,-0.396,-0.024,23.65,0.01,0.7141,0.6871,-0.0165,20.00,0.500,0.816,0.641,0.059,23.57,0.01,1.3708,1.2900,-0.0030,20.00,0.500,-2.655,-1.972,-0.241,23.45,0.12,0.0716,0.0501,-0.0120,20.00,0.500,-0.725,-0.886,-0.031,23.75,0.01,1.0833,1.0497,-0.0045,20.00,0.500,-1.137,-0.966,-0.089,23.67,0.03,1.0874,1.0218,0.0105,20.00,0.500,2.085,2.138,0.162,23.52,0.09,0.0999,0.0785,0.0015,20.00,0.500,-0.739,-0.691,-0.055,23.67,0.02,0.7780,0.7434,-0.0075,20.00,0.500,1.097,1.074,0.088,23.56,0.03,1.2616,1.2207,0.0075,20.00,0.500,-1.377,-1.158,-0.108,23.40,0.04,0.1041,0.0751,-0.0165,20.00,0.500,0.901,0.809,0.076,23.59,0.01,0.7823,0.7625,0.0060,20.00,0.500,-0.679,-0.886,-0.068,23.55,0.01,1.3850,1.3288,0.0285,20.00,0.500,1.794,2.075,0.146,23.38,0.08
2.5900,0.1175,0.0967,0.0210,20.00,0.500,-0.612,-0.396,-0.024,23.65,0.01,0.7141,0.6871,-0.0075,20.00,0.500,0.816,0.641,0.059,23.57,0.01,1.3708,1.2902,0.0105,20.00,0.500,-2.655,-1.972,-0.241,23.45,0.12,0.0716,0.0501,-0.0105,20.00,0.500,-0.725,-0.886,-0.031,23.75,0.01,1.0833,1.0497,-0.0015,20.00,0.500,-1.137,-0.966,-0.089,23.67,0.03,1.0874,1.0218,-0.0255,20.00,0.500,2.085,2.138,0.162,23.52,0.09,0.0999,0.0785,0.0015,20.00,0.500,-0.739,-0.691,-0.055,23.67,0.02,0.7780,0.7434,-0.0075,20.00,0.500,1.097,1.074,0.088,23.56,0.03,1.2616,1.2207,0.0135,20.00,0.500,-1.377,-1.158,-0.108,23.40,0.04,0.1041,0.0753,0.0210,20.00,0.500,0.901,0.809,0.076,23.59,0.01,0.7823,0.7624,0.0030,20.00,0.500,-0.679,-0.886,-0.068,23.55,0.01,1.3850,1.3288,0.0285,20.00,0.500,1.794,2.075,0.146,23.38,0.08
2.6000,0.1175,0.0967,0.0060,20.00,0.500,-0.612,-0.396,-0.024,23.65,0.01,0.7141,0.6870,0.0000,20.00,0.500,0.816,0.641,0.059,23.57,0.01,1.3708,1.2901,0.0300,20.00,0.500,-2.655,-1.972,-0.241,23.45,0.12,0.0716,0.0502,0.0045,20.00,0.500,-0.725,-0.886,-0.031,23.75,0.01,1.0833,1.0497,-0.0000,20.00,0.500,-1.137,-0.966,-0.089,23.67,0.03,1.0874,1.0218,-0.0165,20.00,0.500,2.085,2.138,0.162,23.52,0.09,0.0999,0.0786,0.0120,20.00,0.500,-0.739,-0.691,-0.055,23.67,0.02,0.7780,0.7435,0.0030,20.00,0.500,1.097,1.074,0.088,23.56,0.03,1.2616,1.2207,-0.0075,20.00,0.500,-1.377,-1.158,-0.108,23.40,0.04,0.1041,0.0753,0.0030,20.00,0.500,0.901,0.809,0.076,23.59,0.01,0.7823,0.7624,-0.0000,20.00,0.500,-0.679,-0.886,-0.068,23.55,0.01,1.3850,1.3288,-0.0015,20.00,0.500,1.794,2.075,0.146,23.38,0.08
2.6100,0.1175,0.0967,0.0000,20.00,0.500,-0.640,-0.660,-0.037,23.67,0.01,0.7141,0.6869,0.0060,20.00,0.500,0.864,0.712,0.050,23.57,0.02,1.3708,1.2900,-0.0345,20.00,0.500,-2.687,-3.282,-0.175,23.46,0.09,0.0716,0.0501,-0.0060,20.00,0.500,-0.755,-0.981,-0.018,23.76,0.01,1.0833,1.0496,-0.0120,20.00,0.500,-1.158,-1.154,-0.096,23.67,0.03,1.0874,1.0219,0.0060,20.00,0.500,2.086,1.895,0.156,23.51,0.09,0.0999,0.0785,-0.0015,20.00,0.500,-0.741,-0.755,-0.056,23.68,0.01,0.7780,0.7435,0.0105,20.00,0.500,1.085,1.121,0.084,23.56,0.03,1.2616,1.2207,-0.0000,20.00,0.500,-1.371,-1.456,-0.110,23.38,0.04,0.1041,0.0752,0.0015,20.00,0.500,0.904,0.874,0.086,23.60,0.02,0.7823,0.7624,-0.0060,20.00,0.500,-0.695,-0.363,-0.065,23.54,0.01,1.3850,1.3289,0.0449,20.00,0.500,1.757,1.538,0.122,23.37,0.07
