t,fl_shoulder_qdes,fl_shoulder_q,fl_shoulder_qd,fl_shoulder_kp,fl_shoulder_kd,fl_shoulder_iqsp,fl_shoulder_iqmeas,fl_shoulder_tauest,fl_shoulder_vbus,fl_shoulder_ibus,fl_hip_qdes,fl_hip_q,fl_hip_qd,fl_hip_kp,fl_hip_kd,fl_hip_iqsp,fl_hip_iqmeas,fl_hip_tauest,fl_hip_vbus,fl_hip_ibus,fl_knee_qdes,fl_knee_q,fl_knee_qd,fl_knee_kp,fl_knee_kd,fl_knee_iqsp,fl_knee_iqmeas,fl_knee_tauest,fl_knee_vbus,fl_knee_ibus,fr_shoulder_qdes,fr_shoulder_q,fr_shoulder_qd,fr_shoulder_kp,fr_shoulder_kd,fr_shoulder_iqsp,fr_shoulder_iqmeas,fr_shoulder_tauest,fr_shoulder_vbus,fr_shoulder_ibus,fr_hip_qdes,fr_hip_q,fr_hip_qd,fr_hip_kp,fr_hip_kd,fr_hip_iqsp,fr_hip_iqmeas,fr_hip_tauest,fr_hip_vbus,fr_hip_ibus,fr_knee_qdes,fr_knee_q,fr_knee_qd,fr_knee_kp,fr_knee_kd,fr_knee_iqsp,fr_knee_iqmeas,fr_knee_tauest,fr_knee_vbus,fr_knee_ibus,rl_shoulder_qdes,rl_shoulder_q,rl_shoulder_qd,rl_shoulder_kp,rl_shoulder_kd,rl_shoulder_iqsp,rl_shoulder_iqmeas,rl_shoulder_tauest,rl_shoulder_vbus,rl_shoulder_ibus,rl_hip_qdes,rl_hip_q,rl_hip_qd,rl_hip_kp,rl_hip_kd,rl_hip_iqsp,rl_hip_iqmeas,rl_hip_tauest,rl_hip_vbus,rl_hip_ibus,rl_knee_qdes,rl_knee_q,rl_knee_qd,rl_knee_kp,rl_knee_kd,rl_knee_iqsp,rl_knee_iqmeas,rl_knee_tauest,rl_knee_vbus,rl_knee_ibus,rr_shoulder_qdes,rr_shoulder_q,rr_shoulder_qd,rr_shoulder_kp,rr_shoulder_kd,rr_shoulder_iqsp,rr_shoulder_iqmeas,rr_shoulder_tauest,rr_shoulder_vbus,rr_shoulder_ibus,rr_hip_qdes,rr_hip_q,rr_hip_qd,rr_hip_kp,rr_hip_kd,rr_hip_iqsp,rr_hip_iqmeas,rr_hip_tauest,rr_hip_vbus,rr_hip_ibus,rr_knee_qdes,rr_knee_q,rr_knee_qd,rr_knee_kp,rr_knee_kd,rr_knee_iqsp,rr_knee_iqmeas,rr_knee_tauest,rr_knee_vbus,rr_knee_ibus
0.0000,0.0175,0.0175,-0.0180,20.00,0.500,nan,nan,nan,nan,nan,-0.0859,-0.0859,-0.1213,20.00,0.500,nan,nan,nan,nan,nan,0.0708,0.0708,-0.0794,20.00,0.500,nan,nan,nan,nan,nan,-0.0284,-0.0284,0.0060,20.00,0.500,nan,nan,nan,nan,nan,0.2833,0.2833,0.0165,20.00,0.500,nan,nan,nan,nan,nan,-0.2126,-0.2126,-0.0165,20.00,0.500,nan,nan,nan,nan,nan,-0.0001,-0.0001,0.0060,20.00,0.500,nan,nan,nan,nan,nan,-0.0220,-0.0220,-0.0015,20.00,0.500,nan,nan,nan,nan,nan,-0.0384,-0.0384,-0.0060,20.00,0.500,nan,nan,nan,nan,nan,0.0041,0.0041,-0.0030,20.00,0.500,nan,nan,nan,nan,nan,-0.0177,-0.0177,-0.0045,20.00,0.500,nan,nan,nan,nan,nan,0.0850,0.0850,0.0000,20.00,0.500,nan,nan,nan,nan,nan
0.0100,0.0175,0.0175,0.0180,20.00,0.500,0.020,-0.251,-0.013,23.70,-0.00,-0.0859,-0.0866,-0.0869,20.00,0.500,-0.020,0.208,-0.062,23.61,-0.00,0.0708,0.0705,-0.0060,20.00,0.500,-0.020,-0.102,-0.001,23.50,-0.01,-0.0284,-0.0284,-0.0030,20.00,0.500,-0.020,-0.100,0.002,23.81,0.00,0.2833,0.2833,0.0090,20.00,0.500,-0.020,0.037,0.008,23.72,0.00,-0.2126,-0.2127,0.0045,20.00,0.500,-0.020,-0.049,-0.008,23.57,-0.00,-0.0001,-0.0001,0.0045,20.00,0.500,-0.020,-0.010,-0.002,23.72,0.00,-0.0220,-0.0221,-0.0015,20.00,0.500,-0.020,0.118,-0.004,23.61,-0.00,-0.0384,-0.0383,0.0060,20.00,0.500,-0.020,0.009,-0.005,23.45,-0.00,0.0041,0.0037,-0.0180,20.00,0.500,-0.020,0.036,0.002,23.65,0.00,-0.0177,-0.0177,0.0075,20.00,0.500,-0.020,-0.177,0.007,23.59,0.00,0.0850,0.0850,-0.0195,20.00,0.500,-0.020,-0.026,-0.001,23.41,-0.00
0.0200,0.0175,0.0175,0.0180,20.00,0.500,0.020,-0.251,-0.013,23.70,-0.00,-0.0859,-0.0879,-0.1168,20.00,0.500,-0.020,0.208,-0.062,23.61,-0.00,0.0708,0.0711,0.0584,20.00,0.500,-0.020,-0.102,-0.001,23.50,-0.01,-0.0284,-0.0282,0.0285,20.00,0.500,-0.020,-0.100,0.002,23.81,0.00,0.2833,0.2832,0.0090,20.00,0.500,-0.020,0.037,0.008,23.72,0.00,-0.2126,-0.2127,-0.0030,20.00,0.500,-0.020,-0.049,-0.008,23.57,-0.00,-0.0001,-0.0001,0.0135,20.00,0.500,-0.020,-0.010,-0.002,23.72,0.00,-0.0219,-0.0224,-0.0270,20.00,0.500,-0.020,0.118,-0.004,23.61,-0.00,-0.0384,-0.0383,0.0030,20.00,0.500,-0.020,0.009,-0.005,23.45,-0.00,0.0041,0.0037,-0.0180,20.00,0.500,-0.020,0.036,0.002,23.65,0.00,-0.0177,-0.0176,0.0045,20.00,0.500,-0.020,-0.177,0.007,23.59,0.00,0.0851,0.0850,-0.0195,20.00,0.500,-0.020,-0.026,-0.001,23.41,-0.00
0.0300,0.0175,0.0172,-0.0135,20.00,0.500,0.020,-0.251,-0.013,23.70,-0.00,-0.0858,-0.0879,0.0090,20.00,0.500,-0.020,0.208,-0.062,23.61,-0.00,0.0708,0.0706,-0.0255,20.00,0.500,-0.020,-0.102,-0.001,23.50,-0.01,-0.0283,-0.0283,0.0090,20.00,0.500,-0.020,-0.100,0.002,23.81,0.00,0.2833,0.2832,-0.0060,20.00,0.500,-0.020,0.037,0.008,23.72,0.00,-0.2126,-0.2127,0.0000,20.00,0.500,-0.020,-0.049,-0.008,23.57,-0.00,-0.0001,-0.0001,-0.0090,20.00,0.500,-0.020,-0.010,-0.002,23.72,0.00,-0.0219,-0.0224,0.0000,20.00,0.500,-0.020,0.118,-0.004,23.61,-0.00,-0.0383,-0.0382,0.0045,20.00,0.500,-0.020,0.009,-0.005,23.45,-0.00,0.0041,0.0036,0.0090,20.00,0.500,-0.020,0.036,0.002,23.65,0.00,-0.0177,-0.0177,-0.0210,20.00,0.500,-0.020,-0.177,0.007,23.59,0.00,0.0851,0.0851,0.0150,20.00,0.500,-0.020,-0.026,-0.001,23.41,-0.00
0.0400,0.0175,0.0171,-0.0584,20.00,0.500,0.020,-0.251,-0.013,23.70,-0.00,-0.0858,-0.0883,-0.0539,20.00,0.500,-0.020,0.208,-0.062,23.61,-0.00,0.0709,0.0717,0.1124,20.00,0.500,-0.020,-0.102,-0.001,23.50,-0.01,-0.0283,-0.0283,-0.0015,20.00,0.500,-0.020,-0.100,0.002,23.81,0.00,0.2833,0.2833,0.0045,20.00,0.500,-0.020,0.037,0.008,23.72,0.00,-0.2125,-0.2127,-0.0015,20.00,0.500,-0.020,-0.049,-0.008,23.57,-0.00,-0.0001,-0.0000,0.0015,20.00,0.500,-0.020,-0.010,-0.002,23.72,0.00,-0.0219,-0.0223,0.0210,20.00,0.500,-0.020,0.118,-0.004,23.61,-0.00,-0.0383,-0.0382,0.0075,20.00,0.500,-0.020,0.009,-0.005,23.45,-0.00,0.0041,0.0036,-0.0030,20.00,0.500,-0.020,0.036,0.002,23.65,0.00,-0.0176,-0.0176,0.0075,20.00,0.500,-0.020,-0.177,0.007,23.59,0.00,0.0851,0.0850,-0.0090,20.00,0.500,-0.020,-0.026,-0.001,23.41,-0.00
0.0500,0.0175,0.0175,-0.0075,20.00,0.500,0.020,-0.251,-0.013,23.70,-0.00,-0.0858,-0.0882,0.0419,20.00,0.500,-0.020,0.208,-0.062,23.61,-0.00,0.0710,0.0709,-0.0854,20.00,0.500,-0.020,-0.102,-0.001,23.50,-0.01,-0.0283,-0.0283,0.0090,20.00,0.500,-0.020,-0.100,0.002,23.81,0.00,0.2834,0.2833,0.0060,20.00,0.500,-0.020,0.037,0.008,23.72,0.00,-0.2124,-0.2127,0.0060,20.00,0.500,-0.020,-0.049,-0.008,23.57,-0.00,-0.0001,-0.0000,0.0060,20.00,0.500,-0.020,-0.010,-0.002,23.72,0.00,-0.0218,-0.0224,-0.0015,20.00,0.500,-0.020,0.118,-0.004,23.61,-0.00,-0.0382,-0.0383,-0.0210,20.00,0.500,-0.020,0.009,-0.005,23.45,-0.00,0.0041,0.0037,-0.0045,20.00,0.500,-0.020,0.036,0.002,23.65,0.00,-0.0176,-0.0177,-0.0135,20.00,0.500,-0.020,-0.177,0.007,23.59,0.00,0.0852,0.0850,-0.0090,20.00,0.500,-0.020,-0.026,-0.001,23.41,-0.00
0.0600,0.0175,0.0176,0.0479,20.00,0.500,0.021,0.024,-0.004,23.71,-0.00,-0.0857,-0.0885,-0.0360,20.00,0.500,0.066,0.986,-0.025,23.60,-0.02,0.0711,0.0705,-0.0225,20.00,0.500,-0.091,0.257,-0.003,23.50,-0.01,-0.0283,-0.0283,-0.0015,20.00,0.500,-0.044,0.095,-0.026,23.81,-0.00,0.2835,0.2833,0.0030,20.00,0.500,-0.043,-0.129,-0.006,23.72,0.00,-0.2123,-0.2127,-0.0060,20.00,0.500,-0.040,-0.087,0.002,23.58,-0.00,-0.0001,0.0000,0.0090,20.00,0.500,-0.026,-0.087,-0.001,23.72,0.00,-0.0217,-0.0224,0.0015,20.00,0.500,-0.018,0.071,-0.006,23.61,-0.00,-0.0380,-0.0382,0.0045,20.00,0.500,-0.039,0.039,-0.006,23.43,-0.00,0.0041,0.0036,0.0000,20.00,0.500,-0.019,0.031,-0.001,23.63,-0.00,-0.0175,-0.0176,0.0015,20.00,0.500,-0.046,-0.003,0.008,23.58,-0.00,0.0854,0.0850,0.0015,20.00,0.500,-0.038,-0.017,-0.003,23.42,-0.00
0.0700,0.0175,0.0176,0.0479,20.00,0.500,0.021,0.024,-0.004,23.71,-0.00,-0.0855,-0.0882,0.0629,20.00,0.500,0.066,0.986,-0.025,23.60,-0.02,0.0713,0.0710,0.0315,20.00,0.500,-0.091,0.257,-0.003,23.50,-0.01,-0.0283,-0.0283,0.0045,20.00,0.500,-0.044,0.095,-0.026,23.81,-0.00,0.2836,0.2833,0.0075,20.00,0.500,-0.043,-0.129,-0.006,23.72,0.00,-0.2121,-0.2125,0.0240,20.00,0.500,-0.040,-0.087,0.002,23.58,-0.00,-0.0001,0.0000,0.0030,20.00,0.500,-0.026,-0.087,-0.001,23.72,0.00,-0.0216,-0.0226,-0.0060,20.00,0.500,-0.018,0.071,-0.006,23.61,-0.00,-0.0378,-0.0382,0.0045,20.00,0.500,-0.039,0.039,-0.006,23.43,-0.00,0.0041,0.0036,0.0000,20.00,0.500,-0.019,0.031,-0.001,23.63,-0.00,-0.0174,-0.0176,0.0090,20.00,0.500,-0.046,-0.003,0.008,23.58,-0.00,0.0856,0.0850,0.0015,20.00,0.500,-0.038,-0.017,-0.003,23.42,-0.00
0.0800,0.0175,0.0175,0.0120,20.00,0.500,0.021,0.024,-0.004,23.71,-0.00,-0.0854,-0.0882,0.0015,20.00,0.500,0.066,0.986,-0.025,23.60,-0.02,0.0716,0.0711,0.0165,20.00,0.500,-0.091,0.257,-0.003,23.50,-0.01,-0.0283,-0.0283,0.0120,20.00,0.500,-0.044,0.095,-0.026,23.81,-0.00,0.2837,0.2833,0.0030,20.00,0.500,-0.043,-0.129,-0.006,23.72,0.00,-0.2119,-0.2128,-0.0120,20.00,0.500,-0.040,-0.087,0.002,23.58,-0.00,-0.0000,-0.0000,-0.0015,20.00,0.500,-0.026,-0.087,-0.001,23.72,0.00,-0.0215,-0.0225,0.0045,20.00,0.500,-0.018,0.071,-0.006,23.61,-0.00,-0.0376,-0.0380,0.0345,20.00,0.500,-0.039,0.039,-0.006,23.43,-0.00,0.0041,0.0036,-0.0045,20.00,0.500,-0.019,0.031,-0.001,23.63,-0.00,-0.0172,-0.0177,-0.0195,20.00,0.500,-0.046,-0.003,0.008,23.58,-0.00,0.0858,0.0850,-0.0030,20.00,0.500,-0.038,-0.017,-0.003,23.42,-0.00
0.0900,0.0176,0.0174,0.0165,20.00,0.500,0.021,0.024,-0.004,23.71,-0.00,-0.0852,-0.0884,-0.0195,20.00,0.500,0.066,0.986,-0.025,23.60,-0.02,0.0719,0.0712,0.0479,20.00,0.500,-0.091,0.257,-0.003,23.50,-0.01,-0.0283,-0.0283,0.0195,20.00,0.500,-0.044,0.095,-0.026,23.81,-0.00,0.2839,0.2833,0.0060,20.00,0.500,-0.043,-0.129,-0.006,23.72,0.00,-0.2115,-0.2123,0.0419,20.00,0.500,-0.040,-0.087,0.002,23.58,-0.00,-0.0000,0.0000,0.0075,20.00,0.500,-0.026,-0.087,-0.001,23.72,0.00,-0.0213,-0.0225,-0.0060,20.00,0.500,-0.018,0.071,-0.006,23.61,-0.00,-0.0373,-0.0379,0.0105,20.00,0.500,-0.039,0.039,-0.006,23.43,-0.00,0.0041,0.0037,0.0105,20.00,0.500,-0.019,0.031,-0.001,23.63,-0.00,-0.0170,-0.0175,0.0150,20.00,0.500,-0.046,-0.003,0.008,23.58,-0.00,0.0861,0.0851,0.0090,20.00,0.500,-0.038,-0.017,-0.003,23.42,-0.00
0.1000,0.0176,0.0175,0.0180,20.00,0.500,0.021,0.024,-0.004,23.71,-0.00,-0.0849,-0.0882,0.0165,20.00,0.500,0.066,0.986,-0.025,23.60,-0.02,0.0723,0.0714,-0.0629,20.00,0.500,-0.091,0.257,-0.003,23.50,-0.01,-0.0282,-0.0283,0.0210,20.00,0.500,-0.044,0.095,-0.026,23.81,-0.00,0.2842,0.2833,0.0060,20.00,0.500,-0.043,-0.129,-0.006,23.72,0.00,-0.2111,-0.2126,-0.0135,20.00,0.500,-0.040,-0.087,0.002,23.58,-0.00,0.0000,0.0000,0.0015,20.00,0.500,-0.026,-0.087,-0.001,23.72,0.00,-0.0210,-0.0223,0.0195,20.00,0.500,-0.018,0.071,-0.006,23.61,-0.00,-0.0369,-0.0380,-0.0090,20.00,0.500,-0.039,0.039,-0.006,23.43,-0.00,0.0042,0.0036,-0.0165,20.00,0.500,-0.019,0.031,-0.001,23.63,-0.00,-0.0168,-0.0176,-0.0060,20.00,0.500,-0.046,-0.003,0.008,23.58,-0.00,0.0865,0.0851,0.0000,20.00,0.500,-0.038,-0.017,-0.003,23.42,-0.00
0.1100,0.0176,0.0175,0.0150,20.00,0.500,0.008,0.301,-0.001,23.71,-0.00,-0.0847,-0.0882,0.0195,20.00,0.500,0.109,0.734,-0.051,23.62,-0.01,0.0728,0.0723,0.2067,20.00,0.500,-0.015,-0.189,0.069,23.49,0.00,-0.0282,-0.0283,-0.0015,20.00,0.500,-0.041,-0.439,-0.044,23.80,-0.00,0.2845,0.2833,-0.0000,20.00,0.500,-0.081,0.074,-0.004,23.72,0.00,-0.2107,-0.2125,0.0060,20.00,0.500,0.009,0.126,0.000,23.58,-0.00,0.0001,0.0000,-0.0045,20.00,0.500,-0.035,0.198,0.004,23.71,-0.00,-0.0207,-0.0225,-0.0120,20.00,0.500,0.045,0.010,-0.005,23.61,0.00,-0.0364,-0.0378,0.0300,20.00,0.500,-0.070,-0.086,-0.004,23.44,-0.00,0.0042,0.0037,0.0015,20.00,0.500,-0.030,-0.184,-0.004,23.65,-0.00,-0.0165,-0.0176,-0.0090,20.00,0.500,-0.084,0.290,-0.013,23.59,0.00,0.0870,0.0851,-0.0030,20.00,0.500,0.035,0.104,0.003,23.42,-0.00
0.1200,0.0177,0.0175,0.0150,20.00,0.500,0.008,0.301,-0.001,23.71,-0.00,-0.0843,-0.0883,-0.0120,20.00,0.500,0.109,0.734,-0.051,23.62,-0.01,0.0733,0.0721,-0.0494,20.00,0.500,-0.015,-0.189,0.069,23.49,0.00,-0.0282,-0.0283,0.0105,20.00,0.500,-0.041,-0.439,-0.044,23.80,-0.00,0.2848,0.2833,-0.0060,20.00,0.500,-0.081,0.074,-0.004,23.72,0.00,-0.2101,-0.2125,-0.0015,20.00,0.500,0.009,0.126,0.000,23.58,-0.00,0.0001,-0.0000,-0.0030,20.00,0.500,-0.035,0.198,0.004,23.71,-0.00,-0.0204,-0.0223,0.0300,20.00,0.500,0.045,0.010,-0.005,23.61,0.00,-0.0358,-0.0379,-0.0105,20.00,0.500,-0.070,-0.086,-0.004,23.44,-0.00,0.0043,0.0037,0.0015,20.00,0.500,-0.030,-0.184,-0.004,23.65,-0.00,-0.0161,-0.0176,-0.0090,20.00,0.500,-0.084,0.290,-0.013,23.59,0.00,0.0876,0.0851,-0.0030,20.00,0.500,0.035,0.104,0.003,23.42,-0.00
0.1300,0.0177,0.0174,0.0015,20.00,0.500,0.008,0.301,-0.001,23.71,-0.00,-0.0839,-0.0877,0.0614,20.00,0.500,0.109,0.734,-0.051,23.62,-0.01,0.0740,0.0724,0.0614,20.00,0.500,-0.015,-0.189,0.069,23.49,0.00,-0.0281,-0.0283,-0.0120,20.00,0.500,-0.041,-0.439,-0.044,23.80,-0.00,0.2853,0.2834,-0.0000,20.00,0.500,-0.081,0.074,-0.004,23.72,0.00,-0.2094,-0.2124,-0.0075,20.00,0.500,0.009,0.126,0.000,23.58,-0.00,0.0002,-0.0000,-0.0075,20.00,0.500,-0.035,0.198,0.004,23.71,-0.00,-0.0200,-0.0225,-0.0330,20.00,0.500,0.045,0.010,-0.005,23.61,0.00,-0.0351,-0.0373,0.0599,20.00,0.500,-0.070,-0.086,-0.004,23.44,-0.00,0.0043,0.0037,0.0075,20.00,0.500,-0.030,-0.184,-0.004,23.65,-0.00,-0.0157,-0.0175,0.0120,20.00,0.500,-0.084,0.290,-0.013,23.59,0.00,0.0883,0.0852,-0.0015,20.00,0.500,0.035,0.104,0.003,23.42,-0.00
0.1400,0.0178,0.0172,-0.0524,20.00,0.500,0.008,0.301,-0.001,23.71,-0.00,-0.0834,-0.0879,-0.0240,20.00,0.500,0.109,0.734,-0.051,23.62,-0.01,0.0748,0.0720,-0.0614,20.00,0.500,-0.015,-0.189,0.069,23.49,0.00,-0.0280,-0.0282,0.0105,20.00,0.500,-0.041,-0.439,-0.044,23.80,-0.00,0.2857,0.2835,0.0090,20.00,0.500,-0.081,0.074,-0.004,23.72,0.00,-0.2086,-0.2123,0.0150,20.00,0.500,0.009,0.126,0.000,23.58,-0.00,0.0002,0.0000,-0.0000,20.00,0.500,-0.035,0.198,0.004,23.71,-0.00,-0.0195,-0.0221,0.0509,20.00,0.500,0.045,0.010,-0.005,23.61,0.00,-0.0344,-0.0368,0.0330,20.00,0.500,-0.070,-0.086,-0.004,23.44,-0.00,0.0044,0.0036,-0.0060,20.00,0.500,-0.030,-0.184,-0.004,23.65,-0.00,-0.0152,-0.0175,0.0045,20.00,0.500,-0.084,0.290,-0.013,23.59,0.00,0.0890,0.0860,0.0449,20.00,0.500,0.035,0.104,0.003,23.42,-0.00
0.1500,0.0178,0.0178,0.0404,20.00,0.500,0.008,0.301,-0.001,23.71,-0.00,-0.0829,-0.0883,-0.0494,20.00,0.500,0.109,0.734,-0.051,23.62,-0.01,0.0757,0.0723,0.0749,20.00,0.500,-0.015,-0.189,0.069,23.49,0.00,-0.0280,-0.0283,-0.0075,20.00,0.500,-0.041,-0.439,-0.044,23.80,-0.00,0.2863,0.2834,-0.0000,20.00,0.500,-0.081,0.074,-0.004,23.72,0.00,-0.2078,-0.2120,0.0240,20.00,0.500,0.009,0.126,0.000,23.58,-0.00,0.0003,-0.0000,-0.0075,20.00,0.500,-0.035,0.198,0.004,23.71,-0.00,-0.0189,-0.0223,-0.0270,20.00,0.500,0.045,0.010,-0.005,23.61,0.00,-0.0335,-0.0367,0.0360,20.00,0.500,-0.070,-0.086,-0.004,23.44,-0.00,0.0044,0.0037,0.0105,20.00,0.500,-0.030,-0.184,-0.004,23.65,-0.00,-0.0147,-0.0174,-0.0030,20.00,0.500,-0.084,0.290,-0.013,23.59,0.00,0.0899,0.0862,0.0195,20.00,0.500,0.035,0.104,0.003,23.42,-0.00
0.1600,0.0179,0.0174,0.0195,20.00,0.500,0.023,0.015,-0.004,23.71,0.00,-0.0823,-0.0876,0.0674,20.00,0.500,0.104,-0.053,0.006,23.62,-0.00,0.0767,0.0729,0.0539,20.00,0.500,-0.137,0.712,-0.017,23.50,0.00,-0.0279,-0.0283,-0.0045,20.00,0.500,-0.028,0.071,-0.030,23.80,0.00,0.2869,0.2836,0.0060,20.00,0.500,-0.157,-0.257,-0.007,23.72,0.00,-0.2068,-0.2118,0.0300,20.00,0.500,0.109,0.193,0.002,23.58,-0.00,0.0004,0.0001,-0.0000,20.00,0.500,-0.039,-0.107,0.001,23.71,0.00,-0.0183,-0.0221,0.0240,20.00,0.500,0.078,0.085,0.009,23.61,0.00,-0.0325,-0.0358,0.0809,20.00,0.500,-0.094,-0.028,-0.011,23.45,0.00,0.0045,0.0037,0.0210,20.00,0.500,-0.041,-0.451,-0.007,23.64,0.00,-0.0141,-0.0174,0.0060,20.00,0.500,-0.157,-0.349,-0.018,23.59,0.00,0.0909,0.0869,0.0644,20.00,0.500,0.053,0.103,0.006,23.42,0.00
0.1700,0.0180,0.0174,0.0195,20.00,0.500,0.023,0.015,-0.004,23.71,0.00,-0.0816,-0.0881,-0.0375,20.00,0.500,0.104,-0.053,0.006,23.62,-0.00,0.0778,0.0724,-0.0524,20.00,0.500,-0.137,0.712,-0.017,23.50,0.00,-0.0278,-0.0283,0.0045,20.00,0.500,-0.028,0.071,-0.030,23.80,0.00,0.2876,0.2836,-0.0060,20.00,0.500,-0.157,-0.257,-0.007,23.72,0.00,-0.2056,-0.2115,0.0105,20.00,0.500,0.109,0.193,0.002,23.58,-0.00,0.0004,0.0000,-0.0030,20.00,0.500,-0.039,-0.107,0.001,23.71,0.00,-0.0176,-0.0221,-0.0060,20.00,0.500,0.078,0.085,0.009,23.61,0.00,-0.0314,-0.0353,0.0554,20.00,0.500,-0.094,-0.028,-0.011,23.45,0.00,0.0046,0.0037,-0.0030,20.00,0.500,-0.041,-0.451,-0.007,23.64,0.00,-0.0134,-0.0173,0.0090,20.00,0.500,-0.157,-0.349,-0.018,23.59,0.00,0.0920,0.0869,0.0644,20.00,0.500,0.053,0.103,0.006,23.42,0.00
0.1800,0.0181,0.0174,-0.0120,20.00,0.500,0.023,0.015,-0.004,23.71,0.00,-0.0808,-0.0873,0.0734,20.00,0.500,0.104,-0.053,0.006,23.62,-0.00,0.0790,0.0727,0.0330,20.00,0.500,-0.137,0.712,-0.017,23.50,0.00,-0.0277,-0.0283,-0.0030,20.00,0.500,-0.028,0.071,-0.030,23.80,0.00,0.2883,0.2837,0.0150,20.00,0.500,-0.157,-0.257,-0.007,23.72,0.00,-0.2044,-0.2113,0.0345,20.00,0.500,0.109,0.193,0.002,23.58,-0.00,0.0005,0.0001,0.0075,20.00,0.500,-0.039,-0.107,0.001,23.71,0.00,-0.0169,-0.0218,0.0330,20.00,0.500,0.078,0.085,0.009,23.61,0.00,-0.0301,-0.0333,0.1962,20.00,0.500,-0.094,-0.028,-0.011,23.45,0.00,0.0047,0.0036,0.0000,20.00,0.500,-0.041,-0.451,-0.007,23.64,0.00,-0.0126,-0.0173,0.0120,20.00,0.500,-0.157,-0.349,-0.018,23.59,0.00,0.0933,0.0871,0.0135,20.00,0.500,0.053,0.103,0.006,23.42,0.00
0.1900,0.0182,0.0176,-0.0120,20.00,0.500,0.023,0.015,-0.004,23.71,0.00,-0.0800,-0.0867,0.0659,20.00,0.500,0.104,-0.053,0.006,23.62,-0.00,0.0804,0.0750,0.3191,20.00,0.500,-0.137,0.712,-0.017,23.50,0.00,-0.0276,-0.0283,-0.0210,20.00,0.500,-0.028,0.071,-0.030,23.80,0.00,0.2892,0.2839,0.0135,20.00,0.500,-0.157,-0.257,-0.007,23.72,0.00,-0.2030,-0.2099,0.1513,20.00,0.500,0.109,0.193,0.002,23.58,-0.00,0.0006,0.0000,-0.0000,20.00,0.500,-0.039,-0.107,0.001,23.71,0.00,-0.0160,-0.0216,0.0180,20.00,0.500,0.078,0.085,0.009,23.61,0.00,-0.0288,-0.0327,0.0509,20.00,0.500,-0.094,-0.028,-0.011,23.45,0.00,0.0048,0.0037,-0.0105,20.00,0.500,-0.041,-0.451,-0.007,23.64,0.00,-0.0118,-0.0172,0.0105,20.00,0.500,-0.157,-0.349,-0.018,23.59,0.00,0.0947,0.0877,0.0704,20.00,0.500,0.053,0.103,0.006,23.42,0.00
0.2000,0.0183,0.0175,0.0135,20.00,0.500,0.023,0.015,-0.004,23.71,0.00,-0.0790,-0.0867,-0.0015,20.00,0.500,0.104,-0.053,0.006,23.62,-0.00,0.0819,0.0766,0.1393,20.00,0.500,-0.137,0.712,-0.017,23.50,0.00,-0.0275,-0.0283,0.0015,20.00,0.500,-0.028,0.071,-0.030,23.80,0.00,0.2901,0.2841,0.0150,20.00,0.500,-0.157,-0.257,-0.007,23.72,0.00,-0.2015,-0.2080,0.1588,20.00,0.500,0.109,0.193,0.002,23.58,-0.00,0.0008,0.0001,0.0060,20.00,0.500,-0.039,-0.107,0.001,23.71,0.00,-0.0151,-0.0212,0.0509,20.00,0.500,0.078,0.085,0.009,23.61,0.00,-0.0272,-0.0322,0.0644,20.00,0.500,-0.094,-0.028,-0.011,23.45,0.00,0.0049,0.0036,0.0015,20.00,0.500,-0.041,-0.451,-0.007,23.64,0.00,-0.0109,-0.0171,0.0060,20.00,0.500,-0.157,-0.349,-0.018,23.59,0.00,0.0962,0.0884,0.0629,20.00,0.500,0.053,0.103,0.006,23.42,0.00
0.2100,0.0185,0.0176,0.0180,20.00,0.500,0.008,-0.020,0.039,23.69,-0.00,-0.0780,-0.0866,0.0330,20.00,0.500,0.263,0.502,-0.023,23.63,0.00,0.0836,0.0769,0.0854,20.00,0.500,-0.297,-0.618,0.031,23.51,0.00,-0.0274,-0.0283,-0.0120,20.00,0.500,-0.041,-0.050,-0.005,23.80,-0.00,0.2911,0.2842,0.0060,20.00,0.500,-0.258,-0.316,-0.019,23.71,0.00,-0.1999,-0.2053,0.0330,20.00,0.500,0.010,-0.063,-0.003,23.58,-0.00,0.0009,0.0001,0.0030,20.00,0.500,-0.055,-0.121,-0.005,23.72,0.00,-0.0141,-0.0206,0.0554,20.00,0.500,0.155,0.089,0.007,23.62,0.00,-0.0256,-0.0294,0.2771,20.00,0.500,0.024,-0.189,0.001,23.45,0.00,0.0050,0.0037,-0.0030,20.00,0.500,0.001,-0.120,-0.018,23.65,-0.00,-0.0098,-0.0170,0.0090,20.00,0.500,-0.280,-0.319,-0.023,23.59,0.00,0.0978,0.0894,0.0704,20.00,0.500,0.201,-0.116,0.014,23.42,0.00
